Ticker SYMBOL,資料日期,單月營收年增率(%),毛利率(%),營業利益率(%),單季EPS,ROE(%),稅後淨利率(%),負債比率(%),本業獲利比(%),預估殖利率(%),Revenue_Growth_Score,Profitability_Score,BalanceSheet_Score,Dividend_Score,Quality_Total_Score,資料來源
7721.TW,2025-12-31,,65.54,4.82,,0.63,5.81,19.83,62.9,258.0,0.0,0.370825,0.8574999999999999,1.0,0.49416375,fundamentals_clean
7722.TW,2025-12-31,,30.64,4.16,,0.88,4.39,47.34,71.95,50.0,0.0,0.23891944444444446,0.7595166666666666,1.0,0.42350097222222216,fundamentals_clean
7730.TW,2025-12-31,,46.98,17.12,,3.16,19.28,22.98,71.43,60.0,0.0,0.6454222222222222,0.9285833333333333,1.0,0.608043611111111,fundamentals_clean
7732.TW,2025-12-31,,28.8,7.4,,1.51,12.89,18.07,47.02,441.0,0.0,0.36734722222222227,0.7251666666666667,1.0,0.45986319444444446,fundamentals_clean
7736.TW,2025-12-31,,32.23,18.3,,3.39,31.89,15.89,43.5,475.0,0.0,0.5842777777777778,0.6958333333333333,1.0,0.5284555555555556,fundamentals_clean
7740.TW,2025-12-31,,11.66,8.08,,5.75,2.89,82.67,143.68,,0.0,0.1633,0.5,0.0,0.182155,fundamentals_clean
7749.TW,2025-12-31,,71.48,29.34,,3.31,27.71,10.29,82.46,,0.0,0.75,1.0,0.0,0.5125,fundamentals_clean
7750.TW,2025-12-31,,45.83,24.02,,7.37,22.68,35.6,85.86,119.0,0.0,0.7466583333333333,0.944,1.0,0.6473304166666666,fundamentals_clean
7765.TW,2025-12-31,,48.38,24.66,,5.84,20.78,27.56,95.23,419.0,0.0,0.7481,1.0,1.0,0.6618350000000001,fundamentals_clean
7769.TW,2025-12-31,,52.31,43.39,,6.4,40.01,20.8,86.2,59.0,0.0,0.7675,1.0,1.0,0.6686249999999999,fundamentals_clean
7780.TW,2025-12-31,,61.16,18.87,,2.29,19.0,7.95,81.14,152.0,0.0,0.6761999999999999,1.0,1.0,0.63667,fundamentals_clean
7786.TW,2025-12-31,,21.9,17.97,,3.55,16.9,35.19,89.28,156.0,0.0,0.4848388888888889,0.9481,1.0,0.5567186111111111,fundamentals_clean
7788.TW,2025-12-31,,26.04,4.36,,1.87,6.64,43.98,55.96,189.0,0.0,0.2434888888888889,0.6598666666666667,1.0,0.4001877777777778,fundamentals_clean
7791.TW,2025-12-31,,33.38,5.89,,0.75,5.36,13.39,98.75,,0.0,0.2835666666666667,1.0,0.0,0.3492483333333333,fundamentals_clean
7795.TW,2025-12-31,,47.36,22.6,,4.95,12.38,38.47,100.57,67.0,0.0,0.6160833333333333,0.9153,1.0,0.5944541666666666,fundamentals_clean
7799.TW,2025-12-31,,-175.62,-2684.0,,-0.72,-1726.58,0.77,155.45,,0.0,0.0,1.0,0.0,0.25,fundamentals_clean
7822.TW,2025-12-31,,60.47,35.3,,20.87,27.96,61.02,99.75,,0.0,0.948375,0.6898,0.0,0.50438125,fundamentals_clean
7823.TW,2025-12-31,,78.93,13.53,,5.09,13.3,48.81,78.73,,0.0,0.552675,0.8013166666666667,0.0,0.39376541666666665,fundamentals_clean
8011.TW,2025-12-31,,26.61,13.19,,1.28,9.78,46.55,93.59,697.0,0.0,0.37420555555555557,0.8345,1.0,0.48959694444444446,fundamentals_clean
8016.TW,2025-12-31,,30.46,12.33,,3.15,9.75,25.6,90.04,628.0,0.0,0.38661944444444446,1.0,1.0,0.5353168055555556,fundamentals_clean
8021.TW,2025-12-31,,34.84,19.21,,2.76,11.16,31.86,99.54,49.0,0.0,0.49737777777777786,0.9814,1.0,0.5694322222222222,fundamentals_clean
8028.TW,2025-12-31,,33.42,21.49,,4.4,18.43,58.03,98.17,129.0,0.0,0.6031638888888888,0.7197,1.0,0.5410323611111111,fundamentals_clean
8033.TW,2025-12-31,,35.84,-10.23,,-1.12,-6.7,32.64,117.09,,0.0,0.17133333333333337,0.9736,0.0,0.3033666666666667,fundamentals_clean
8039.TW,2025-12-31,,19.57,3.07,,1.77,7.05,26.05,35.06,205.0,0.0,0.19976944444444444,0.6255000000000001,1.0,0.37629430555555554,fundamentals_clean
8045.TW,2025-12-31,,61.69,5.47,,1.0,10.23,21.17,42.71,273.0,0.0,0.432575,0.68925,1.0,0.47371375000000004,fundamentals_clean
8046.TW,2025-12-31,,12.52,8.63,,2.61,10.76,24.64,68.35,18.0,0.0,0.2625777777777778,0.9029166666666666,1.0,0.4676313888888889,fundamentals_clean
8070.TW,2025-12-31,,18.16,11.54,,-1.48,-6.53,44.71,1353.29,324.0,0.0,0.1885111111111111,0.8529,1.0,0.42920388888888883,fundamentals_clean
8072.TW,2025-12-31,,14.7,5.39,,1.83,11.55,9.65,36.66,375.0,0.0,0.25216388888888885,0.6388333333333334,1.0,0.3979656944444444,fundamentals_clean
8081.TW,2025-12-31,,38.12,16.15,,4.29,19.77,18.45,74.32,694.0,0.0,0.592625,0.9526666666666666,1.0,0.5955854166666666,fundamentals_clean
8101.TW,2025-12-31,,17.29,-23.31,,-10.65,-36.01,49.61,66.43,,0.0,0.06827777777777777,0.6908166666666667,0.0,0.1966013888888889,fundamentals_clean
8103.TW,2025-12-31,,39.14,11.5,,3.08,13.12,35.81,71.85,647.0,0.0,0.4686666666666667,0.8739833333333332,1.0,0.5325291666666666,fundamentals_clean
8104.TW,2025-12-31,,15.71,-5.49,,-2.07,-12.15,63.06,45.54,31.0,0.0,0.059500000000000004,0.3822333333333333,1.0,0.2663833333333333,fundamentals_clean
8105.TW,2025-12-31,,7.5,-0.14,,1.5,5.54,27.33,-2.47,,0.0,0.0831388888888889,0.5,0.0,0.15409861111111112,fundamentals_clean
8110.TW,2025-12-31,,9.02,-2.14,,4.92,30.36,25.75,-6.03,41.0,0.0,0.2723333333333333,0.5,1.0,0.3703166666666666,fundamentals_clean
8112.TW,2025-12-31,,4.57,3.65,,8.71,2.52,75.93,105.88,447.0,0.0,0.114375,0.5407,1.0,0.32520625,fundamentals_clean
8114.TW,2025-12-31,,43.87,19.38,,1.93,9.89,25.35,83.65,465.0,0.0,0.5333694444444445,1.0,1.0,0.5866793055555556,fundamentals_clean
8131.TW,2025-12-31,,17.51,14.39,,3.28,13.59,12.0,84.73,246.0,0.0,0.38327500000000003,1.0,1.0,0.53414625,fundamentals_clean
8150.TW,2025-12-31,,11.62,6.4,0.71,2.82,5.61,47.06,109.91,217.0,0.0,0.1709027777777778,0.8293999999999999,1.0,0.4171659722222222,fundamentals_clean
8162.TW,2025-12-31,,16.73,0.03,,0.18,0.91,41.72,2.53,261.0,0.0,0.07684166666666666,0.38280000000000003,1.0,0.2725945833333333,fundamentals_clean
8163.TW,2025-12-31,,15.65,0.49,,0.1,0.22,61.53,67.96,741.0,0.0,0.06681666666666666,0.5843666666666666,1.0,0.31947749999999997,fundamentals_clean
8201.TW,2025-12-31,,22.35,-8.01,,-0.36,-1.24,33.41,648.9,,0.0,0.0963888888888889,0.9659,0.0,0.27521111111111113,fundamentals_clean
8210.TW,2025-12-31,,29.55,20.0,,9.65,15.86,52.78,93.31,89.0,0.0,0.5927638888888889,0.7722,1.0,0.550517361111111,fundamentals_clean
8213.TW,2025-12-31,,11.05,4.2,,0.79,2.89,46.26,96.33,414.0,0.0,0.11173611111111112,0.8374,1.0,0.39845763888888885,fundamentals_clean
8215.TW,2025-12-31,,10.9,-7.73,,-4.32,-7.55,67.46,99.0,256.0,0.0,0.03277777777777778,0.6254000000000001,1.0,0.31782222222222223,fundamentals_clean
8222.TW,2025-12-31,,22.67,11.34,,2.91,11.19,58.47,87.36,205.0,0.0,0.35144166666666665,0.7153,1.0,0.45182958333333334,fundamentals_clean
8249.TW,2025-12-31,,19.23,9.81,,0.35,2.81,26.43,103.33,429.0,0.0,0.21228055555555558,1.0,1.0,0.47429819444444443,fundamentals_clean
8261.TW,2025-12-31,,37.89,24.86,,3.36,26.97,10.8,77.32,317.0,0.0,0.6813222222222222,0.9776666666666667,1.0,0.6328794444444444,fundamentals_clean
8271.TW,2025-12-31,,30.56,16.89,,8.1,13.3,44.53,100.43,152.0,0.0,0.5159,0.8547,1.0,0.5442400000000001,fundamentals_clean
8341.TW,2025-12-31,,41.38,22.97,,1.97,11.0,42.27,126.69,499.0,0.0,0.5693111111111111,0.8773,1.0,0.5685838888888889,fundamentals_clean
8367.TW,2025-12-31,,34.79,23.69,,2.41,13.26,72.74,108.34,661.0,0.0,0.5681499999999999,0.5726,1.0,0.4920025,fundamentals_clean
8374.TW,2025-12-31,,25.34,3.32,,-4.87,-15.22,46.12,-23.15,69.0,0.0,0.1462,0.3388,1.0,0.28586999999999996,fundamentals_clean
8404.TW,2025-12-31,,35.14,11.97,,1.4,5.5,64.07,144.31,83.0,0.0,0.3558944444444444,0.6593,1.0,0.4393880555555555,fundamentals_clean
8411.TW,2025-12-31,,9.67,3.11,,0.73,1.84,54.93,121.1,41.0,0.0,0.08004444444444445,0.7507,1.0,0.3656905555555555,fundamentals_clean
8422.TW,2025-12-31,,49.64,35.15,,2.94,28.11,57.3,100.83,346.0,0.0,0.748,0.7270000000000001,1.0,0.59355,fundamentals_clean
8429.TW,2025-12-31,,15.62,-6.13,,0.13,18.18,9.9,-32.99,,0.0,0.28625,0.5,0.0,0.22518749999999998,fundamentals_clean
8438.TW,2025-12-31,,14.19,7.74,,3.24,5.95,37.55,94.25,183.0,0.0,0.20283055555555554,0.9245000000000001,1.0,0.45211569444444444,fundamentals_clean
8442.TW,2025-12-31,,17.18,3.71,,1.35,2.3,46.27,131.24,1239.0,0.0,0.13351666666666667,0.8372999999999999,1.0,0.4060558333333333,fundamentals_clean
8443.TW,2025-12-31,,53.06,-10.24,,-3.18,-7.21,58.25,142.06,166.0,0.0,0.25,0.7175,1.0,0.416875,fundamentals_clean
8454.TW,2025-12-31,,9.49,3.62,,9.41,2.91,63.81,100.63,674.0,0.0,0.15264444444444447,0.6618999999999999,1.0,0.36890055555555556,fundamentals_clean
8462.TW,2025-12-31,,33.94,17.32,,9.28,13.45,80.2,101.15,304.0,0.0,0.5556027777777778,0.5,1.0,0.4694609722222223,fundamentals_clean
8463.TW,2025-12-31,,15.01,10.68,,0.05,0.08,69.31,266.38,495.0,0.0,0.16341111111111112,0.6069,1.0,0.3589188888888889,fundamentals_clean
8464.TW,2025-12-31,,59.01,30.08,,6.46,25.6,24.03,82.26,475.0,0.0,0.76825,1.0,1.0,0.6688875,fundamentals_clean
8466.TW,2025-12-31,,17.13,2.12,,-2.06,-9.18,52.77,-28.45,658.0,0.0,0.08858888888888888,0.2723,1.0,0.2490811111111111,fundamentals_clean
8467.TW,2025-12-31,,37.76,13.04,,1.03,6.89,38.53,146.59,274.0,0.0,0.398525,0.9147,1.0,0.51815875,fundamentals_clean
8473.TW,2025-12-31,,22.65,16.88,,1.1,5.93,50.82,120.18,192.0,0.0,0.3409805555555555,0.7918000000000001,1.0,0.4672931944444444,fundamentals_clean
8476.TW,2025-12-31,,12.06,2.55,,0.44,2.73,55.03,76.23,552.0,0.0,0.09884722222222223,0.7182833333333334,1.0,0.36416736111111114,fundamentals_clean
8478.TW,2025-12-31,,38.08,20.46,,2.7,22.87,44.04,84.04,321.0,0.0,0.6383777777777777,0.8596,1.0,0.5883322222222221,fundamentals_clean
8481.TW,2025-12-31,,44.34,13.32,,3.16,18.88,10.87,72.3,606.0,0.0,0.5877555555555556,0.9358333333333333,1.0,0.5896727777777778,fundamentals_clean
8482.TW,2025-12-31,,28.37,6.22,,1.86,6.83,32.56,81.6,928.0,0.0,0.27740833333333337,0.9743999999999999,1.0,0.4906929166666667,fundamentals_clean
8487.TW,2025-12-31,,36.81,14.27,,4.02,12.4,33.77,87.42,647.0,0.0,0.4744222222222222,0.9622999999999999,1.0,0.5566227777777778,fundamentals_clean
8488.TW,2025-12-31,,3.53,-3.1,,-0.93,-2.37,54.49,217.92,,0.0,0.0,0.7551,0.0,0.188775,fundamentals_clean
8499.TW,2025-12-31,,44.76,23.48,,1.3,13.76,24.57,85.08,317.0,0.0,0.627688888888889,1.0,1.0,0.6196911111111111,fundamentals_clean
8926.TW,2025-12-31,,14.72,5.65,,2.71,21.71,48.77,24.94,469.0,0.0,0.36050000000000004,0.35346666666666665,1.0,0.36454166666666665,fundamentals_clean
8940.TW,2025-12-31,,51.89,11.57,,4.16,7.44,60.23,102.9,,0.0,0.4587,0.6977,0.0,0.33497,fundamentals_clean
8996.TW,2025-12-31,,26.85,15.87,,7.56,13.78,48.6,91.58,53.0,0.0,0.4843388888888889,0.814,1.0,0.5230186111111111,fundamentals_clean
9105.TW,2025-12-31,,4.53,2.09,,1.72,1.17,67.84,140.07,278.0,0.0,0.035525,0.6215999999999999,1.0,0.31783374999999997,fundamentals_clean
9110.TW,2025-03-31,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,fundamentals_clean
9802.TW,2025-12-31,,18.06,9.38,,2.61,7.87,36.57,93.4,664.0,0.0,0.2647305555555556,0.9343,1.0,0.47623069444444444,fundamentals_clean
9902.TW,2025-12-31,,2.83,0.33,,-4.92,-24.21,6.73,-1.35,211.0,0.0,0.0033,0.5,1.0,0.276155,fundamentals_clean
9904.TW,2025-12-31,,23.03,4.38,,1.4,4.99,36.95,51.79,598.0,0.0,0.20634166666666665,0.6954166666666666,1.0,0.39607375,fundamentals_clean
9905.TW,2025-12-31,,10.13,4.78,,1.17,5.45,27.44,64.5,570.0,0.0,0.14442500000000003,0.8708333333333333,1.0,0.41825708333333333,fundamentals_clean
9906.TW,2025-12-31,,38.98,26.36,,13.99,21.52,84.86,102.3,1578.0,0.0,0.8011527777777778,0.5,1.0,0.5554034722222222,fundamentals_clean
9907.TW,2025-12-31,,11.76,4.38,,1.69,3.9,35.36,88.7,524.0,0.0,0.13010555555555556,0.9464,1.0,0.4321369444444444,fundamentals_clean
9908.TW,2025-12-31,,19.16,9.57,,0.58,11.1,26.84,70.27,401.0,0.0,0.31311666666666665,0.9189166666666666,1.0,0.48932,fundamentals_clean
9910.TW,2025-12-31,,20.76,7.61,,5.13,6.9,47.19,80.65,646.0,0.0,0.25153055555555554,0.8281000000000001,1.0,0.4450606944444444,fundamentals_clean
9911.TW,2025-12-31,,36.06,15.72,,5.32,14.62,37.37,88.57,591.0,0.0,0.5165055555555556,0.9263,1.0,0.5623519444444445,fundamentals_clean
9912.TW,2025-12-31,,43.35,-0.92,,0.38,1.06,51.49,-116.95,,0.0,0.22630555555555557,0.2851,0.0,0.15048194444444446,fundamentals_clean
9914.TW,2025-12-31,,10.02,-0.8,,-1.2,-4.78,43.69,12.13,619.0,0.0,0.027888888888888887,0.36310000000000003,1.0,0.2505361111111111,fundamentals_clean
9917.TW,2025-12-31,,30.74,15.01,,5.59,16.2,53.99,79.34,450.0,0.0,0.5029750000000001,0.7546,1.0,0.51469125,fundamentals_clean
9918.TW,2025-12-31,,23.73,6.35,,1.63,11.99,43.5,45.87,344.0,0.0,0.31743055555555555,0.5805833333333333,1.0,0.4062465277777778,fundamentals_clean
9919.TW,2025-12-31,,-3.15,-27.36,,-8.73,-27.78,65.27,96.77,128.0,0.0,0.0,0.6473,1.0,0.311825,fundamentals_clean
9921.TW,2025-12-31,,19.72,-2.63,,-0.5,-1.5,46.93,713.33,309.0,0.0,0.08177777777777777,0.8307,1.0,0.3862972222222222,fundamentals_clean
9924.TW,2025-12-31,,21.51,6.93,,2.06,8.54,22.12,64.9,1304.0,0.0,0.2677722222222222,0.8741666666666668,1.0,0.46226194444444446,fundamentals_clean
9925.TW,2025-12-31,,31.65,8.89,,0.89,6.0,28.74,108.44,490.0,0.0,0.31195555555555554,1.0,1.0,0.5091844444444444,fundamentals_clean
9926.TW,2025-12-31,,21.75,12.33,,1.65,11.77,52.22,85.03,402.0,0.0,0.3634805555555556,0.7778,1.0,0.4716681944444445,fundamentals_clean
9927.TW,2025-12-31,,12.63,9.77,,3.96,10.48,11.21,68.7,578.0,0.0,0.2710888888888889,0.9058333333333334,1.0,0.4713394444444444,fundamentals_clean
9928.TW,2025-12-31,,0.1,-15.39,,-0.64,-4.85,60.04,-1768.76,,0.0,0.0,0.1996,0.0,0.0499,fundamentals_clean
9929.TW,2025-12-31,,20.74,9.43,,1.57,7.14,55.88,127.68,,0.0,0.2709944444444444,0.7412,0.0,0.28014805555555555,fundamentals_clean
9930.TW,2025-12-31,,14.2,10.04,,4.06,7.86,40.62,99.8,569.0,0.0,0.2497611111111111,0.8938,1.0,0.46086638888888887,fundamentals_clean
9931.TW,2025-12-31,,15.73,10.85,,2.09,17.67,49.43,53.24,483.0,0.0,0.38898611111111114,0.5827,1.0,0.4318201388888889,fundamentals_clean
9933.TW,2025-12-31,,12.65,9.64,,7.43,7.84,81.78,97.46,281.0,0.0,0.267275,0.5,1.0,0.36854624999999996,fundamentals_clean
9934.TW,2025-12-31,,32.37,0.58,,-1.11,-1.54,61.77,-53.58,374.0,0.0,0.15785555555555555,0.18229999999999996,1.0,0.2508244444444444,fundamentals_clean
9935.TW,2025-12-31,,27.29,11.29,,4.16,8.72,66.21,115.26,945.0,0.0,0.34573333333333334,0.6379000000000001,1.0,0.43048166666666665,fundamentals_clean
9937.TW,2025-12-31,,12.79,3.83,,3.28,3.44,51.58,88.94,372.0,0.0,0.12457777777777777,0.7842,1.0,0.3896522222222222,fundamentals_clean
9938.TW,2025-12-31,,31.5,10.86,,1.29,5.79,50.4,109.5,654.0,0.0,0.32819722222222225,0.796,1.0,0.46386902777777783,fundamentals_clean
9939.TW,2025-12-31,,20.74,10.21,,2.16,7.44,56.05,105.69,534.0,0.0,0.2825444444444445,0.7395,1.0,0.4337655555555556,fundamentals_clean
9940.TW,2025-12-31,,16.89,5.72,,1.15,3.22,57.77,86.32,900.0,0.0,0.16350555555555557,0.7222999999999999,1.0,0.38780194444444444,fundamentals_clean
9941.TW,2025-12-31,,15.17,-24.64,,2.79,21.4,85.62,-100.43,576.0,0.0,0.3065,0.0,1.0,0.257275,fundamentals_clean
9942.TW,2025-12-31,,39.07,22.9,,4.11,17.43,23.08,94.12,609.0,0.0,0.6361527777777778,1.0,1.0,0.6226534722222222,fundamentals_clean
9943.TW,2025-12-31,,54.87,25.31,,5.02,33.3,28.25,63.7,833.0,0.0,0.75025,0.8641666666666667,1.0,0.6286291666666667,fundamentals_clean
9944.TW,2025-12-31,,25.64,-2.94,,-0.14,-1.0,39.94,-119.2,183.0,0.0,0.11466666666666667,0.4006,1.0,0.29028333333333334,fundamentals_clean
9945.TW,2025-12-31,,22.92,17.91,,3.1,24.02,44.07,55.66,433.0,0.0,0.5286555555555555,0.6564666666666666,1.0,0.49914611111111107,fundamentals_clean
9946.TW,2025-09-30,,48.03,-71.46,-0.05,-0.29,-57.9,64.98,128.86,609.0,0.0,0.23905555555555555,0.6501999999999999,1.0,0.3962194444444444,fundamentals_clean
9955.TW,2025-12-31,,6.85,-2.04,,7.66,22.01,56.17,-9.26,,0.0,0.2935277777777778,0.23829999999999996,0.0,0.1623097222222222,fundamentals_clean
9958.TW,2025-12-31,,31.19,24.54,,2.07,12.45,48.92,91.33,404.0,0.0,0.546525,0.8108,1.0,0.54398375,fundamentals_clean
